"Titolo","Attachments","data","msg","nome","viaggio","route-code","Risposta da Verdenatura","Lingue"
"Federica – L130","","2012-07-17","Il tour è stato molto bello. Era la prima esperienza di un intero tour in bicicletta e ci è molto piaciuto. Siamo stati soddisfatti dell'organizzazione complessiva, dell'accomodation e delle condizioni delle biciclette noleggiate.
 Sicuramente da consigliare.","Federica","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","",""
"Andrea – L130","https://www.verde-natura.it/wpsite/wp-content/uploads/ciclabile-del-Danubio-17-07-2018-rid-11.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/ciclabile-del-Danubio-16-07-2018-rid-51.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/ciclabile-del-Danubio-16-07-2018-rid-28.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/ciclabile-del-Danubio-16-07-2018-rid-17.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/ciclabile-del-Danubio-15-07-2018-rid-21.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/ciclabile-del-Danubio-15-07-2018-rid-13.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/ciclabile-del-Danubio-15-07-2018-rid-7.jpg","2018-07-14","Al briefing del primo giorno all'ora convenuta non si è presentato nessuno, lasciandoci nell'incertezza sul trasferimento dei bagagli per il giorno dopo soprattutto perché non avevamo le etichette regolamentari. Poi il materiale è arrivato in albergo entro la mattina, dopo telefonata all'agenzia austriaca, ma senza vedere nessuno, abbiamo dovuto chiarirci per telefono anche su altri aspetti, tra cui l'orario del ritorno da Vienna in furgone. 
 Per il resto la ciclabile è ottimamente segnalata, larga e ben tenuta, un cartello a ogni incrocio, indispensabili perché si passa spesso da una riva all'altra del Danubio ma anche perché c'è spesso la possibilità di percorrerla a scelta sia in riva destra che sinistra. 
 Da Passau a Linz è il tratto più bello perché il fiume è incassato in una valle abbastanza stretta ricoperta da boschi, così anche il tratto di ciclabile sull'Inn da Scharding a Passau. 
 Da Linz a Vienna si percorrono ampi tratti su argini, ma anche nelle campagne. 
 Buoni gli alberghi e ottima l'accoglienza del personale.","Andrea","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","Buongiorno Andrea, grazie per aver lasciato un commento sul viaggio.
 Riguardo l'accoglienza, ce ne scusiamo molto; il tour non è gestito direttamente da noi, ma da un operatore locale e purtroppo alcune cose può capitare che sfuggano al nostro controllo, non essendo fisicamente presenti in loco. Sinceramente è la prima volta che succede una cosa del genere; abbiamo provveduto a comunicarlo all'operatore, che ci ha assicurato di aver preso i dovuti provvedimenti e che non ricapiterà più.
 Per il resto, siamo felici che il viaggio vi sia piaciuto e speriamo di riavervi presto in sella con noi.",""
"Claudio A. – L130","","2012-08-30","Allego anche alcune foto della vacanza, bellissima e assolutamente da consigliare agli amanti della bici. Cordiali saluti e a risentirci per le prossime vacanze.","Claudio A.","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","",""
"Vania N. – L130","","2013-08-21","Volevo ringraziarvi perché è stato tutto molto bello. 
 L'organizzazione è stata impeccabile e gli hotel selezionati davvero ottimi. Le indicazioni ci hanno permesso di trovare gli alloggi sempre con facilità e la guida fornita era molto dettagliata e lasciava ampia libertà sulla scelta del percorso da seguire. I pasti erano molto soddisfacenti. Un piccolo disguido con il pullman che ci doveva portare a Bad Kreuzen che non aveva abbastanza posti per tutti e quindi abbiamo dovuto aspettare un ulteriore pullman che è arrivato dopo un'oretta. Magari sarebbe stato meglio avere altre soluzioni su come raggiungere la località in altro modo e in altri orari, ma non è stato di sicuro un grosso problema. 
 Vi ringrazio ancora della bellissima esperienza.","Vania N.","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","",""
"Piergiacomo – L130","","2013-06-10","La parola che più s'addice alla vacanza appena conclusa è perfetta per tutto quanto avete elencato. L'unico piccolo neo è stato il tempo ma, dopo quello che è successo nelle settimane successive, direi che è stato ottimo anche il tempo. 
 Complimenti!
 Piergiacomo C.","Piergiacomo","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","",""
"Corrado G. – L130","https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-h.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-g.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-f.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-e.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-d.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-c.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-04-a.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-03-f.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-03-e.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-03-d.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-03-c.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-03-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-03-a.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-02-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-02-a.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-01-f.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-01-e.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-01-d.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-01-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L130-commento-01-a.jpg","2014-08-25","Abbiamo fatto il tour da soli ed è stata un'esperienza bellissima!! il servizio bagagli è stato impeccabile, non tutte le strutture pero' erano all'altezza delle attese in particolare la qualità del terzo letto aggiunto a volte era pessima ma ci vuole ben altro per rovinarci una vacanza ! ragazzi partite con i figli al seguito, saranno loro a tirare le volate anche sotto la pioggia ! e ......buon divertimento !","Corrado G.","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","",""
"Luisa – L130","","2014-08-24","Merita il nome la ""regina delle ciclabili"". Organizzazione impeccabile, alberghi sempre puliti, con personale gentile e accogliente, ottime colazioni, a Bad Kreuzen marmellate artigianali strepitose! 
 Biciclette di ottima qualità, meritevole di complimenti anche il personale alla consegna delle bici a Passau...una bella vacanza.
 Luisa e Stefano","Luisa","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","",""
"Francesca – L130","","2013-08-20","Abbiamo deciso di avventurarci nel nostro primo viaggio in bici proprio scegliendo il percorso da Passau a Vienna lungo il Danubio. L'esperinza è stata bellissima. Molta pace, serenità, silenzio. paesaggi unici. 
 L'organizzazione e stata perferta, semplice e gli alberghi bellissimi. Direi tutto perfetto. La consiglio a tutti e ripeteremo presto un'altra esperienza simile.","Francesca","L130 - Lungo il Danubio da Passau a Vienna la regina delle ciclabili","L130","",""
"T. Andrea – L131","https://www.verde-natura.it/wpsite/wp-content/uploads/L131-commento-01-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L131-commento-01-a.jpg","2015-08-08","Il viaggio è interessante perché si toccano tre capitali più altri interessanti centri minori. il problema maggiore è che in ungheria, al contrario di austria e slovacchia, la ciclabile non è tutta in sede protetta, ma per circa 1/3 del percorso occorre spostarsi su strade anche con media intensità di traffico. per il resto l'organizzazione è stata ottima e gli alberghi molto buoni. in ungheria occorre portarsi il costume da bagno perché molti alberghi danno la possibilità di accedere a una piscina. a esztergom l'hotel bellevue ha una bellissima piscina termale con splendida vista sull'ansa del danubio.","T. Andrea","L131 - Vienna Bratislava Budapest lungo la ciclabile del Danubio","L131","",""
"Saverio – L131","","2019-08-21","Molto soddisfacente. Hotel con ottime colazioni e situati in posizione comoda per visitare le città (Vienna, Bratislava, Budapest). Pista sempre ben segnalata con il cartello Euro Velo 6. Peccato per i tratti su strada carrozzabile in Ungheria e anche per lo stato pessimo dell'asfalto in diversi pezzi di ciclabile. Tra Vienna e Bratislava la ciclabile è interrotta ed è stata attivata una lunga deviazione (ottimamente segnalata) su strada. Ciò allunga un po' il percorso ma movimenta il paesaggio, facendo attraversare i paesini di confine. Infatti, uno dei limiti di questa ciclabile è una certa monotonia (tutta pianeggiante, con rari attraversamenti di città e paesi). Il programma suggerisce di prendere il traghetto o il treno da Esztergom a Vysegrad per non affrontare una tappa da 80 km. Noi l'abbiamo fatta tutta in bici e non ci siamo pentiti, perché il tratto di ciclabile tra Esztergom e Vysegrad è uno dei più belli.","Saverio","L131 - Vienna Bratislava Budapest lungo la ciclabile del Danubio","L131","",""
"LEOPOLDO – L131","https://www.verde-natura.it/wpsite/wp-content/uploads/P1830029-1.jpg","2017-09-03","BRATI – BUDA 2017 
 
 Per la ciclo-via ungherese
 (cronaca semiseria di una ciclo-vacanza)
 
 
 Il gruppo partito da Bratislava 
 percorreva la via primaria e già si sudava;
 poi d’incanto si apriva sul Danubio la vista
 e lo si seguiva per strada e sulla pista.
 
 Si arrivava dopo due giorni in quel di Gyor,
 un gioiello di paese da far invidia a Christian Dior
 
 La mattina dopo si partiva in forza e pieni di vita
 Ma dopo un po’ la retta via era, ahimè, già smarrita;
 campi brulli di patate, quintali di zucche giù raccolte,
 giravamo a vuoto un “chissà quante volte”.
 
 Un vigile urbano che passava di lì per caso
 Ci dava poi una dritta di seguire il nostro naso.
 Correvamo ora a più non posso 
 Ma ahimè qualcuno di noi finisce in fondo ad un fosso
 
 Altri giorni a pedalare
 Anse Danubiane da ammirare
 E’ un gruppo vario e pazzerello
 Quello che sale per Budapest sul battello.
  
 
 La città è grande e un po' caotica ma si pedalava
 Ma per noi il tempo volava.
 La settimana finiva con tempo sempre bello e sereno
 Ma l’orologio non tornava indietro: ci aspettava il treno
 
 Nel mezzo del cammin della nostra ciclo-gita
 con una ruota della carrozzina hand-bike alquanto deperita
 e voilà un colpo di genio dei nostri conduttori:
 
 Presero un campione della rotella di Francesco
  Un salto allo Shopping Center della Tesco
 Un monopattino smontato ed ecco come per incanto due ruote 
 nuove color di pesco
 
 Alla fine del nostro tour un giallo si è anche consumato
 Un cellulare dell’hotel qualcun di restituire avea dimenticato
 La galera abbiamo evitato perché poco dopo è stato ritrovato
 
 Tutto è ben quel che finisce bene; una bella avventura
 Un grazie a tutto lo staff di questa Agenzia 
 E chissà che Francesca di Verde Natura
 ci progetti un nuovo ciclo-viaggio: la meta? Alla sua fantasia !","LEOPOLDO","L131 - Vienna Bratislava Budapest lungo la ciclabile del Danubio","L131","",""
"Giacinto – L133","","2012-07-19","Abbiamo visitato i laghi di salisburgo in autonomia albergando in un hotel, prenotato tramite verdenatura e scegliendo di giorno in giorno un percorso adeguato alle nostre esigenze in quanto eravamo con nostro figlio di 8 anni. devo dire che l'esperienza è stata stupenda, posti incantevoli e percorsi da sogno. le piste ciclabili sono fantastiche e ben curate. il tutto molto ben organizzato da verdenatura. torneremo sicuramente. grazie","Giacinto","L133 - Salisburgo e i 10 laghi","L133","",""
"Giorgio – L137","","2016-09-11","vacanza piacevole e ben organizzata. biciclette non attrezzatissime e non tutte perfettamente funzionanti, tuttavia il corrispondente locale é stato disponibile e gentile.","Giorgio","L137 - Lungo la ciclabile della Drava da Dobbiaco","L137","",""
"Stefano e Francesca – L137","","2012-08-28","Ciao ragazzi... settimana scorsa eravamo su questa bellissima ciclabile,è stata la nostra prima esperienza di cicloturismo e ne siamo rimasti più che entusiasti. la cilabile è segnalata benissimo,le mappe e il libretto che ci hanno consegnato prima della partenza sono chiari e ben fatti,gli alberghi dove abbiamo pernottato accoglienti,puliti e con stanze belle grandi,bisogna davvero fare i complimenti ai ragazzi che lavorano per e con verde natura,pur pedalando è stata una bellissima vacanza tra natura e il comfort degli alberghi. noi ci sentiamo di consigliarla a chiunque voglia iniziare un'esperienza e avvicinarsi al mondo del cicloturismo,le varie tappe sono ben studiate per non essere troppo pesanti e lasciare il tempo di percorrere la distanza in tutta tranquillità (il nostro era il tour in libertà),la paura maggiore prima di partire era la lingua invece se possibile,negli alberghi ma anche fuori,cercavano di parlare italiano,altrimenti l'inglese è capito benissimo. non ci resta che augurarvi buon viaggio e buon divertimento","Stefano e Francesca","L137 - Lungo la ciclabile della Drava da Dobbiaco","L137","",""
